Rank,Term,P-value,Z-score,Combined Score,Genes,Adjusted P-value,Gene_set,AD_genes,T2D_genes,Shared_genes,N_AD,N_T2D,N_Shared
1,MHC Class II Protein Complex Assembly (GO:0002399),7.126054022753395e-11,291.6374269005848,6814.014681558056,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,2.7435307987600572e-08,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
3,Hepatitis B,6.449301462783392e-10,682.1880341880342,14436.380706597645,BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQB1,3.031171687508194e-08,Jensen_DISEASES,BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQB1,BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQB1,BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQB1,4,4,4
1,Lymphoma,2.768257519598744e-10,1023.3333333333334,22521.14429542145,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB1,3.031171687508194e-08,Jensen_DISEASES,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB1,4,4,4
2,Systemic lupus erythematosus,4.676579157361417e-10,50.86513157894737,1092.750069267846,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,3.031171687508194e-08,Jensen_DISEASES,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,7,7,7
4,PD-1 Signaling R-HSA-389948,7.163593588537716e-10,163.98848684210526,3453.0791943197,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,3.474342890440792e-08,Reactome_2022,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
3,Phosphorylation Of CD3 And TCR Zeta Chains R-HSA-202427,5.466603686148285e-10,174.9298245614035,3730.7622006662746,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,3.474342890440792e-08,Reactome_2022,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
4,Type 1 diabetes mellitus,1.4557087603827975e-09,30.18209523809524,614.138420588885,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,5.131373380349361e-08,Jensen_DISEASES,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,8,8,8
5,Alopecia areata,2.0580390182095984e-09,64.56324324324325,1291.3625000115092,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1,5.803670031351067e-08,Jensen_DISEASES,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1,6,6,6
4,Lumenal Side Of Endoplasmic Reticulum Membrane (GO:0098553),2.8151685427880507e-09,119.22846889952153,2347.3991521536886,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,7.037921356970127e-08,GO_Cellular_Component_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
3,Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),3.0305725396592343e-10,201.86234817813767,4424.237144341388,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,7.778469518458702e-08,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
4,Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381),4.106432110238532e-10,187.43421052631578,4051.071143509398,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,7.904881812209175e-08,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
2,MHC Class II Protein Complex Binding (GO:0023026),1.8585852639624547e-09,131.16447368421052,2636.8584711999583,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,9.385855583010397e-08,GO_Molecular_Function_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
2,Type 2 Diabetes,3.1745833832778926e-10,11.369909322303531,248.6675861562995,CDKN2B;GIPR;ZC3H4;BTNL2;JADE2;CCND2;MTNR1B;KCNQ1;IGF2BP3;IGF2BP2;APOE;HLA-DQA2;HLA-DQB1;NEUROG3;JAZF1,1.334912312668354e-07,GWAS_Catalog_2023,GIPR;ZC3H4;BTNL2;APOE;HLA-DQA2;HLA-DQB1;JAZF1,CDKN2B;GIPR;ZC3H4;BTNL2;JADE2;CCND2;MTNR1B;KCNQ1;IGF2BP3;IGF2BP2;HLA-DQA2;HLA-DQB1;NEUROG3;JAZF1,GIPR;ZC3H4;BTNL2;HLA-DQA2;HLA-DQB1;JAZF1,7,14,6
5,Clathrin-Coated Endocytic Vesicle Membrane (GO:0030669),6.806957411738077e-09,52.0357454228422,978.5488752865398,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.3613914823476154e-07,GO_Cellular_Component_2023,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6,5,5
6,Systemic scleroderma,5.887671657247697e-09,100.86538461538461,1911.4399113151069,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DQB1,1.3836028394532087e-07,Jensen_DISEASES,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DQB1,5,5,5
3,Diabetes (Standard GWA),1.1808307983278416e-09,145.75292397660817,2996.2497930861537,KCNQ1;IGF2BP2;HLA-DQA2;EML2;JAZF1,3.310262337979049e-07,GWAS_Catalog_2023,HLA-DQA2;EML2;JAZF1,KCNQ1;IGF2BP2;HLA-DQA2;EML2;JAZF1,HLA-DQA2;EML2;JAZF1,3,5,3
3,Asthma,4.945864057514308e-09,104.90526315789474,2006.2831710991154,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,3.396159986159825e-07,BioPlanet_2019,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
5,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),2.297470661131175e-09,124.91228070175438,2484.6872643094102,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,3.538104818142009e-07,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
7,Multiple sclerosis,1.8966468269239348e-08,21.390385917400135,380.3337513478358,HLA-DRA;BTNL2;LRRC16A;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,3.8203886085182116e-07,Jensen_DISEASES,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;LRRC16A;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,7,8,7
6,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),3.421746720141571e-09,114.03890160183066,2222.9733868338863,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,4.3912416241816835e-07,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
4,Costimulation by the CD28 family,9.655091471878239e-09,48.87223587223587,901.975255215332,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,4.972372108017292e-07,BioPlanet_2019,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,6,6,6
7,Immunoglobulin Mediated Immune Response (GO:0016064),4.945864057514308e-09,104.90526315789474,2006.2831710991154,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5.440450463265739e-07,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
8,Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),5.887671657247697e-09,100.86538461538461,1911.4399113151069,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5.666883970100909e-07,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
1,Asthma,5.887671657247697e-09,100.86538461538461,1911.4399113151069,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5.946548373820174e-07,KEGG_2021_Human,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
5,Allograft rejection,1.4961780385948585e-08,81.92845394736842,1476.1677825652787,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,6.164253519010818e-07,BioPlanet_2019,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
6,Clathrin-Coated Vesicle Membrane (GO:0030665),3.739189150058048e-08,38.36486486486486,656.1087048215264,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6.231981916763414e-07,GO_Cellular_Component_2023,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6,5,5
1,"Diabetes Mellitus, Non-Insulin-Dependent",3.4116998000906893e-10,8.766283524904214,191.0930612197509,CDKN1C;CDKN2B;GRN;GIPR;JADE2;CCND2;MTNR1B;KCNQ1;HLA-DRA;IGF2BP2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3;APPL1;JAZF1,7.444328963797884e-07,DisGeNET,GRN;GIPR;HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;APPL1;JAZF1,CDKN1C;CDKN2B;GIPR;JADE2;CCND2;MTNR1B;KCNQ1;HLA-DRA;IGF2BP2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3;JAZF1,GIPR;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,11,16,8
2,Allograft rejection,1.7201474354166096e-08,79.44178628389155,1420.2817631362598,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,8.263836188442116e-07,KEGG_2021_Human,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
3,Graft-versus-host disease,2.8968290670549333e-08,70.83926031294452,1229.5615771136167,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,8.263836188442116e-07,KEGG_2021_Human,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
4,Type I diabetes mellitus,3.272806411264204e-08,68.97160664819944,1188.7279095659992,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,8.263836188442116e-07,KEGG_2021_Human,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
6,Graft-versus-host disease,2.5560108199449247e-08,72.81067251461988,1272.8931399153726,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,8.775637148477575e-07,BioPlanet_2019,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
7,Type 1 diabetes mellitus,3.272806411264204e-08,68.97160664819944,1188.7279095659992,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,9.631401724577514e-07,BioPlanet_2019,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
2,Rosacea,9.255898558405019e-10,154.33436532507739,3210.245840551111,HLA-DRA;BTNL2;HLA-DQA1;HLA-DRB1;HLA-DQB1,1.0098185327219875e-06,DisGeNET,HLA-DRA;BTNL2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
5,Intestinal immune network for IgA production,5.775888887602694e-08,60.936352509179926,1015.6254913443141,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,1.1667295552957442e-06,KEGG_2021_Human,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,5,5,5
9,Interferon-gamma signaling pathway,5.8689953518651786e-08,35.4012474012474,589.4660739870154,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,1.3433478249824743e-06,BioPlanet_2019,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,6,6,6
8,Intestinal immune network for IgA production,5.775888887602694e-08,60.936352509179926,1015.6254913443141,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,1.3433478249824743e-06,BioPlanet_2019,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,5,5,5
7,ER To Golgi Transport Vesicle Membrane (GO:0012507),1.1605114265495892e-07,52.386842105263156,836.5777850502533,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.4506392831869866e-06,GO_Cellular_Component_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
8,Coated Vesicle Membrane (GO:0030662),1.1605114265495892e-07,52.386842105263156,836.5777850502533,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.4506392831869866e-06,GO_Cellular_Component_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
6,Autoimmune thyroid disease,9.603605500319612e-08,54.57510964912281,881.8542092262969,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,1.6166069258871346e-06,KEGG_2021_Human,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,5,5,5
10,MHC class II antigen presentation,8.411639128182119e-08,33.20144887155197,540.8869412974382,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,1.6314051217304429e-06,BioPlanet_2019,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,6,6,6
11,Autoimmune thyroid disease,8.711386572347025e-08,55.73908174692049,906.0972871573292,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,1.6314051217304429e-06,BioPlanet_2019,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,5,5,5
9,Transport Vesicle Membrane (GO:0030658),1.8075876552190023e-07,47.61244019138756,739.2356258202076,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.8640551508432914e-06,GO_Cellular_Component_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
