Rank,Term,P-value,Z-score,Combined Score,Genes,Adjusted P-value,Gene_set,AD_genes,T2D_genes,Shared_genes,N_AD,N_T2D,N_Shared
5,Clathrin-Coated Endocytic Vesicle Membrane (GO:0030669),6.806957411738077e-09,52.0357454228422,978.5488752865398,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.3613914823476154e-07,GO_Cellular_Component_2023,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6,5,5
5,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),2.297470661131175e-09,124.91228070175438,2484.6872643094102,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,3.538104818142009e-07,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
6,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),3.421746720141571e-09,114.03890160183066,2222.9733868338863,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,4.3912416241816835e-07,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
7,Immunoglobulin Mediated Immune Response (GO:0016064),4.945864057514308e-09,104.90526315789474,2006.2831710991154,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5.440450463265739e-07,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
8,Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),5.887671657247697e-09,100.86538461538461,1911.4399113151069,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5.666883970100909e-07,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1,5,5,5
6,Clathrin-Coated Vesicle Membrane (GO:0030665),3.739189150058048e-08,38.36486486486486,656.1087048215264,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6.231981916763414e-07,GO_Cellular_Component_2023,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6,5,5
7,ER To Golgi Transport Vesicle Membrane (GO:0012507),1.1605114265495892e-07,52.386842105263156,836.5777850502533,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.4506392831869866e-06,GO_Cellular_Component_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
8,Coated Vesicle Membrane (GO:0030662),1.1605114265495892e-07,52.386842105263156,836.5777850502533,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.4506392831869866e-06,GO_Cellular_Component_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
9,Transport Vesicle Membrane (GO:0030658),1.8075876552190023e-07,47.61244019138756,739.2356258202076,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.8640551508432914e-06,GO_Cellular_Component_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
10,Endocytic Vesicle (GO:0030139),1.8640551508432914e-07,20.337448559670783,315.135707574819,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;PICALM,1.8640551508432914e-06,GO_Cellular_Component_2023,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;PICALM,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,7,5,5
9,Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),3.6865569777283416e-08,67.19973009446694,1150.1897597778088,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,3.154054303167581e-06,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
10,Positive Regulation Of Lymphocyte Activation (GO:0051251),5.182431506013049e-08,62.39035087719298,1046.623491098466,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,3.990472259630048e-06,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
11,COPII-coated ER To Golgi Transport Vesicle (GO:0030134),5.961602245311755e-07,36.853224610822835,528.2082899028411,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5.419638404828868e-06,GO_Cellular_Component_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
12,trans-Golgi Network (GO:0005802),7.528787061846144e-07,16.38900759734093,231.07454606624893,ATP8B4;GRN;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6.27398921820512e-06,GO_Cellular_Component_2023,ATP8B4;GRN;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,7,5,5
13,Endocytic Vesicle Membrane (GO:0030666),1.097874356433638e-06,20.989931107578165,288.02666097134517,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,8.44518735718183e-06,GO_Cellular_Component_2023,HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6,5,5
11,Regulation Of T Cell Activation (GO:0050863),2.134924854928327e-07,45.93721144967682,705.5801422273211,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.4944473984498289e-05,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
14,trans-Golgi Network Membrane (GO:0032588),2.338821443560366e-06,27.509695290858726,356.6869516489501,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,1.6705867454002614e-05,GO_Cellular_Component_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
15,Lysosome (GO:0005764),1.0119249156020401e-05,8.986782106782107,103.35761988876814,GRN;IDUA;KCNQ1;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6.746166104013601e-05,GO_Cellular_Component_2023,GRN;IDUA;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,KCNQ1;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,7,6,5
12,Macrophage Activation Involved In Immune Response (GO:0002281),1.5090658842808145e-06,187.021875,2506.844900242801,GRN;PLCG2;TREM2,9.683172757468561e-05,GO_Biological_Process_2023,GRN;PLCG2;TREM2,,,3,0,0
16,Cytoplasmic Vesicle Membrane (GO:0030659),1.7578082958698162e-05,9.964005235602095,109.09447562971339,APH1B;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;APPL1,0.00010986301849186352,GO_Cellular_Component_2023,APH1B;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;APPL1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,7,5,5
18,Lytic Vacuole Membrane (GO:0098852),3.2334458901634783e-05,11.354813888621718,117.40170221042797,GRN;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,0.0001796358827868599,GO_Cellular_Component_2023,GRN;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6,5,5
17,Golgi Membrane (GO:0000139),3.1932025262212154e-05,9.044907407407408,93.63198716676595,CHST15;HLA-DRA;IL17RD;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,0.0001796358827868599,GO_Cellular_Component_2023,HLA-DRA;IL17RD;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,CHST15;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6,6,5
13,Positive Regulation Of T Cell Activation (GO:0050870),3.2660834680045093e-06,25.612745098039216,323.53812162785135,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,0.00019345263618180555,GO_Biological_Process_2023,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
14,Negative Regulation Of Inflammatory Response (GO:0050728),3.912695086725387e-06,24.641261171797417,306.8153444406509,GRN;SHARPIN;TREM2;APOE;HLA-DRB1,0.0002151982297698963,GO_Biological_Process_2023,GRN;SHARPIN;TREM2;APOE;HLA-DRB1,HLA-DRB1,HLA-DRB1,5,1,1
19,Bounding Membrane Of Organelle (GO:0098588),4.987904841462173e-05,6.25718954248366,61.983153424970936,APH1B;CHST15;HLA-DRA;IL17RD;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;APPL1,0.0002625213074453776,GO_Cellular_Component_2023,APH1B;HLA-DRA;IL17RD;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;APPL1,CHST15;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,8,6,5
20,Lysosomal Membrane (GO:0005765),0.00010661888485560471,9.084324324324324,83.08750049450788,GRN;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,0.0005330944242780235,GO_Cellular_Component_2023,GRN;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,6,5,5
15,Regulation Of Immune Response (GO:0050776),2.235994709175344e-05,27.93677555321391,299.15367722039247,HLA-DRA;TREM2;HLA-DRB1;APPL1,0.0011478106173766767,GO_Biological_Process_2023,HLA-DRA;TREM2;HLA-DRB1;APPL1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,4,2,2
21,Intracellular Vesicle (GO:0097708),0.00024529265118944116,108.11924119241192,898.8015841018229,PLCG2;APPL1,0.0011680602437592435,GO_Cellular_Component_2023,PLCG2;APPL1,,,2,0,0
16,Regulation Of Macromolecule Metabolic Process (GO:0060255),2.4601522304202134e-05,16.59403285283272,176.10752953921198,TREM2;IGF2BP3;ALPK2;IGF2BP2;APOE,0.0011839482608897278,GO_Biological_Process_2023,TREM2;ALPK2;APOE,IGF2BP3;IGF2BP2,,3,2,0
17,Regulation Of Cytokine Production (GO:0001817),2.8467413188584324e-05,16.077810266406757,168.2824289946451,TREM2;IGF2BP3;BTNL2;IGF2BP2;HLA-DRB1,0.0012894063620711724,GO_Biological_Process_2023,TREM2;BTNL2;HLA-DRB1,IGF2BP3;BTNL2;IGF2BP2;HLA-DRB1,BTNL2;HLA-DRB1,3,4,2
18,"Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)",4.496523613857176e-05,324.4552845528455,3247.674396403277,HLA-DRA;HLA-DRB1,0.0019235128792611251,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
19,Regulation Of Defense Response (GO:0031347),5.5492738682249425e-05,21.906810035842295,214.67049182992716,GRN;TREM2;APOE;APPL1,0.002248916251859582,GO_Biological_Process_2023,GRN;TREM2;APOE;APPL1,,,4,0,0
22,Regulation Of Protein Secretion (GO:0050708),6.753306805856149e-05,20.783882783882785,199.5854062991739,MTNR1B;GIPR;TREM2;APOE,0.0023636573820496522,GO_Biological_Process_2023,GIPR;TREM2;APOE,MTNR1B;GIPR,GIPR,3,2,1
21,Regulation Of T-helper Cell Differentiation (GO:0045622),6.735595509725685e-05,243.32926829268294,2337.303967964173,HLA-DRA;HLA-DRB1,0.0023636573820496522,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
20,Positive Regulation Of Amyloid-Beta Clearance (GO:1900223),6.735595509725685e-05,243.32926829268294,2337.303967964173,TREM2;APOE,0.0023636573820496522,GO_Biological_Process_2023,TREM2;APOE,,,2,0,0
24,Positive Regulation Of Aspartic-Type Peptidase Activity (GO:1905247),9.416979940433038e-05,194.65365853658537,1804.5194228526939,GRN;PICALM,0.002900429821653376,GO_Biological_Process_2023,GRN;PICALM,,,2,0,0
25,"Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)",9.416979940433038e-05,194.65365853658537,1804.5194228526939,HLA-DRA;HLA-DRB1,0.002900429821653376,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
23,"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)",9.416979940433038e-05,194.65365853658537,1804.5194228526939,HLA-DRA;HLA-DRB1,0.002900429821653376,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
26,Regulation Of Primary Metabolic Process (GO:0080090),0.00010758684868437002,37.344375,341.22347667903483,PLCG2;TREM2;APOE,0.0031862259033448048,GO_Biological_Process_2023,PLCG2;TREM2;APOE,,,3,0,0
29,Positive Regulation Of Memory T Cell Differentiation (GO:0043382),0.0001253885401588909,162.20325203252034,1457.2491531056257,HLA-DRA;HLA-DRB1,0.0033292819283567586,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
27,Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062207),0.0001253885401588909,162.20325203252034,1457.2491531056257,TREM2;APPL1,0.0033292819283567586,GO_Biological_Process_2023,TREM2;APPL1,,,2,0,0
28,Positive Regulation Of Membrane Invagination (GO:1905155),0.0001253885401588909,162.20325203252034,1457.2491531056257,PLCG2;TREM2,0.0033292819283567586,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
31,"Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)",0.00016099400163033776,139.02439024390245,1214.2589675263725,PLCG2;TREM2,0.003998883266301938,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
30,Regulation Of Memory T Cell Differentiation (GO:0043380),0.00016099400163033776,139.02439024390245,1214.2589675263725,HLA-DRA;HLA-DRB1,0.003998883266301938,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
22,Late Endosome (GO:0005770),0.0009674307879115139,10.080877662967215,69.97002780206786,GRN;KCNQ1;HLA-DRA;HLA-DRB1,0.0043974126723250635,GO_Cellular_Component_2023,GRN;HLA-DRA;HLA-DRB1,KCNQ1;HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,3,3,2
34,Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),0.00020119015054404125,29.8605,254.15048145446983,CDKN1C;CDKN2B;CCND2,0.004556365174085641,GO_Biological_Process_2023,,CDKN1C;CDKN2B;CCND2,,0,3,0
33,"Regulation Of Phagocytosis, Engulfment (GO:0060099)",0.0002009680615243086,121.64024390243902,1035.4461013159446,PLCG2;TREM2,0.004556365174085641,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
32,CRD-mediated mRNA Stabilization (GO:0070934),0.0002009680615243086,121.64024390243902,1035.4461013159446,IGF2BP3;IGF2BP2,0.004556365174085641,GO_Biological_Process_2023,,IGF2BP3;IGF2BP2,,0,2,0
35,"Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)",0.00024529265118944116,108.11924119241192,898.8015841018229,HLA-DRA;HLA-DRB1,0.005246537261551936,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
36,Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991),0.00024529265118944116,108.11924119241192,898.8015841018229,APOE;PICALM,0.005246537261551936,GO_Biological_Process_2023,APOE;PICALM,,,2,0,0
37,Negative Regulation Of Protein Metabolic Process (GO:0051248),0.0002766567746533795,14.211224672763134,116.42876793643745,TREM2;IGF2BP3;IGF2BP2;APOE,0.005520519801792388,GO_Biological_Process_2023,TREM2;APOE,IGF2BP3;IGF2BP2,,2,2,0
39,"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)",0.0002939497556798544,97.30243902439024,791.2733302207097,HLA-DRA;HLA-DRB1,0.005520519801792388,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
40,Positive Regulation Of Calcium-Mediated Signaling (GO:0050850),0.0002939497556798544,97.30243902439024,791.2733302207097,PLCG2;TREM2,0.005520519801792388,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
41,Positive Regulation Of Neuroinflammatory Response (GO:0150078),0.0002939497556798544,97.30243902439024,791.2733302207097,PLCG2;TREM2,0.005520519801792388,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
38,Astrocyte Activation (GO:0048143),0.0002939497556798544,97.30243902439024,791.2733302207097,GRN;TREM2,0.005520519801792388,GO_Biological_Process_2023,GRN;TREM2,,,2,0,0
43,Regulation Of Immune Effector Process (GO:0002697),0.00034692141370239296,88.45232815964523,704.6477129931925,HLA-DRA;HLA-DRB1,0.006212313687228897,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
42,Negative Regulation Of Neuroinflammatory Response (GO:0150079),0.00034692141370239296,88.45232815964523,704.6477129931925,GRN;TREM2,0.006212313687228897,GO_Biological_Process_2023,GRN;TREM2,,,2,0,0
3,N6-methyladenosine-containing RNA Binding (GO:1990247),0.0002009680615243086,121.64024390243902,1035.4461013159446,IGF2BP3;IGF2BP2,0.006765924737985055,GO_Molecular_Function_2023,,IGF2BP3;IGF2BP2,,0,2,0
23,Vesicle (GO:0031982),0.0016006305971496021,8.758352758352759,56.38064872893336,PLCG2;APOE;PICALM;APPL1,0.006959263465867835,GO_Cellular_Component_2023,PLCG2;APOE;PICALM;APPL1,,,4,0,0
44,Regulation Of Microglial Cell Activation (GO:1903978),0.0004041897176269234,81.07723577235772,633.5072130174765,GRN;TREM2,0.0070733200584711595,GO_Biological_Process_2023,GRN;TREM2,,,2,0,0
