Rank,Term,P-value,Z-score,Combined Score,Genes,Adjusted P-value,Gene_set,AD_genes,T2D_genes,Shared_genes,N_AD,N_T2D,N_Shared
1,"Diabetes Mellitus, Non-Insulin-Dependent",3.4116998000906893e-10,8.766283524904214,191.0930612197509,CDKN1C;CDKN2B;GRN;GIPR;JADE2;CCND2;MTNR1B;KCNQ1;HLA-DRA;IGF2BP2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3;APPL1;JAZF1,7.444328963797884e-07,DisGeNET,GRN;GIPR;HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;APPL1;JAZF1,CDKN1C;CDKN2B;GIPR;JADE2;CCND2;MTNR1B;KCNQ1;HLA-DRA;IGF2BP2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3;JAZF1,GIPR;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,11,16,8
2,Rosacea,9.255898558405019e-10,154.33436532507739,3210.245840551111,HLA-DRA;BTNL2;HLA-DQA1;HLA-DRB1;HLA-DQB1,1.0098185327219875e-06,DisGeNET,HLA-DRA;BTNL2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA1;HLA-DRB1;HLA-DQB1,5,5,5
8,Hodgkin's lymphoma,7.705543808342472e-07,249.3875,3510.4172562030494,HLA-DRA;BTNL2;HLA-DRB1,1.3581020962203606e-05,Jensen_DISEASES,HLA-DRA;BTNL2;HLA-DRB1,HLA-DRA;BTNL2;HLA-DRB1,HLA-DRA;BTNL2;HLA-DRB1,3,3,3
4,Medication Use For T2D (Number Of Purchases),7.886229150139492e-08,56.953661327231124,931.5091760457739,CCND2;MTNR1B;KCNQ1;JADE2;IGF2BP2,1.5874080281218174e-05,GWAS_Catalog_2023,,CCND2;MTNR1B;KCNQ1;JADE2;IGF2BP2,,0,5,0
5,Glucose Levels,9.437622045908545e-08,32.52743652743653,526.1630552954034,CCND2;MTNR1B;ZC3H4;KCNQ1;IGF2BP2;JAZF1,1.5874080281218174e-05,GWAS_Catalog_2023,ZC3H4;JAZF1,CCND2;MTNR1B;ZC3H4;KCNQ1;IGF2BP2;JAZF1,ZC3H4;JAZF1,2,6,2
3,Diabetes,2.7766098690625647e-08,7.996807661612131,139.14005532349947,CDKN1C;CDKN2B;GIPR;MTNR1B;KCNQ1;IGF2BP2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3;APPL1;JAZF1,2.0195209114315056e-05,DisGeNET,GIPR;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;APPL1;JAZF1,CDKN1C;CDKN2B;GIPR;MTNR1B;KCNQ1;IGF2BP2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3;JAZF1,GIPR;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,9,13,7
9,Asthma,1.5471774043852934e-06,30.051421657592257,402.0603238806459,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQA1;HLA-DQB1,2.423911266870293e-05,Jensen_DISEASES,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQA1;HLA-DQB1,5,5,5
6,A Body Shape Index,1.7823026010927974e-07,12.90919759424967,200.61137724979872,IDUA;HLA-DRA;BTNL2;IGF2BP2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,2.4981941458650707e-05,GWAS_Catalog_2023,IDUA;HLA-DRA;BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;IGF2BP2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,8,8,7
10,Liver cirrhosis,2.0090779258666183e-06,166.23333333333332,2180.6213857197426,HLA-DRA;BTNL2;HLA-DRB1,2.8327998754719317e-05,Jensen_DISEASES,HLA-DRA;BTNL2;HLA-DRB1,HLA-DRA;BTNL2;HLA-DRB1,HLA-DRA;BTNL2;HLA-DRB1,3,3,3
5,Autoimmune Primary Adrenal Insufficiency,7.886229150139492e-08,56.953661327231124,931.5091760457739,HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,3.441550401120875e-05,DisGeNET,HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,5,5,5
4,Sleep disturbances,7.479379607873701e-08,33.90384068278805,556.312217320639,MTNR1B;IDUA;HESX1;APOE;HLA-DQB2;HLA-DQB1,3.441550401120875e-05,DisGeNET,IDUA;HESX1;APOE;HLA-DQB2;HLA-DQB1,MTNR1B;HLA-DQB2;HLA-DQB1,HLA-DQB2;HLA-DQB1,5,3,2
11,Rheumatoid arthritis,4.01075466503539e-06,12.612577924459112,156.7305923160954,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,5.141058252454454e-05,Jensen_DISEASES,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,7,7,7
12,Ulcerative colitis,4.655828643185317e-06,23.74043062200957,291.47054098485273,PLCG2;HLA-DRA;BTNL2;HLA-DRB1;HLA-DQA1,5.470598655742747e-05,Jensen_DISEASES,PLCG2;HLA-DRA;BTNL2;HLA-DRB1;HLA-DQA1,HLA-DRA;BTNL2;HLA-DRB1;HLA-DQA1,HLA-DRA;BTNL2;HLA-DRB1;HLA-DQA1,5,4,4
7,Adult Asthma,4.872260936827863e-07,78.6232741617357,1142.7529316708928,HLA-DRA;BTNL2;HLA-DQA1;HLA-DQB1,5.853673496960333e-05,GWAS_Catalog_2023,HLA-DRA;BTNL2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA1;HLA-DQB1,4,4,4
6,Sequoiosis,1.8428963441211934e-07,498.85,7735.545837634853,HLA-DQB2;HLA-DRB1;HLA-DQB1,6.701999704787408e-05,DisGeNET,HLA-DQB2;HLA-DRB1;HLA-DQB1,HLA-DQB2;HLA-DRB1;HLA-DQB1,HLA-DQB2;HLA-DRB1;HLA-DQB1,3,3,3
8,Alzheimer's Disease Or Family History Of Alzheimer's Disease,7.238105298586439e-07,35.353840682788054,499.8586262894535,APH1B;TREM2;ALPK2;APOE;PICALM,7.609058195138993e-05,GWAS_Catalog_2023,APH1B;TREM2;ALPK2;APOE;PICALM,,,5,0,0
13,Acquired metabolic disease,7.068076641023089e-06,11.52920443101712,136.7354671207085,MTNR1B;GIPR;ZC3H4;QPCTL;IGF2BP3;IGF2BP2;JAZF1,7.666144664494274e-05,Jensen_DISEASES,GIPR;ZC3H4;QPCTL;JAZF1,MTNR1B;GIPR;ZC3H4;QPCTL;IGF2BP3;IGF2BP2;JAZF1,GIPR;ZC3H4;QPCTL;JAZF1,4,7,4
7,Diabetes Mellitus,2.689174392290527e-07,6.630002872462658,100.30439468373926,CDKN1C;CDKN2B;GIPR;MTNR1B;KCNQ1;IGF2BP2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3;APPL1;JAZF1,7.991221012409406e-05,DisGeNET,GIPR;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;APPL1;JAZF1,CDKN1C;CDKN2B;GIPR;MTNR1B;KCNQ1;IGF2BP2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3;JAZF1,GIPR;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,9,13,7
8,Addison Disease,2.929870215365502e-07,42.91630716134599,645.5959106506756,HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,7.991221012409406e-05,DisGeNET,HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,5,5,5
11,"Diabetes Mellitus, Insulin-Dependent",5.156043774620517e-07,7.796473482777474,112.87676673622973,CDKN2B;HLA-DRA;BTNL2;IGF2BP2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3;APPL1,0.00010227715923838154,DisGeNET,HLA-DRA;BTNL2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;APPL1,CDKN2B;HLA-DRA;BTNL2;IGF2BP2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;NEUROG3,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,9,10,7
9,Hallucinations,4.5435901246271527e-07,39.06127258444619,570.465596822135,GRN;TREM2;APOE;HLA-DRB1;HLA-DQB1,0.00010227715923838154,DisGeNET,GRN;TREM2;APOE;HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,5,2,2
10,Chronic iridocyclitis,5.144717054175412e-07,299.28,4333.611893054364,HLA-DQA1;HLA-DRB1;HLA-DQB1,0.00010227715923838154,DisGeNET,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,3,3,3
12,Oropharyngeal Neoplasms,7.705543808342472e-07,249.3875,3510.4172562030494,HLA-DQA1;HLA-DRB1;HLA-DQB1,0.00014011247158169396,DisGeNET,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,3,3,3
13,Finding of body mass index,1.047857872309331e-06,12.372533543804263,170.3544771163662,MTNR1B;GIPR;ZC3H4;QPCTL;KCNQ1;JADE2;IGF2BP2;JAZF1,0.0001598891440131269,DisGeNET,GIPR;ZC3H4;QPCTL;JAZF1,MTNR1B;GIPR;ZC3H4;QPCTL;KCNQ1;JADE2;IGF2BP2;JAZF1,GIPR;ZC3H4;QPCTL;JAZF1,4,8,4
14,Body mass index,1.047857872309331e-06,12.372533543804263,170.3544771163662,MTNR1B;GIPR;ZC3H4;QPCTL;KCNQ1;JADE2;IGF2BP2;JAZF1,0.0001598891440131269,DisGeNET,GIPR;ZC3H4;QPCTL;JAZF1,MTNR1B;GIPR;ZC3H4;QPCTL;KCNQ1;JADE2;IGF2BP2;JAZF1,GIPR;ZC3H4;QPCTL;JAZF1,4,8,4
15,"Hemoglobinuria, Paroxysmal",1.0991462695677833e-06,213.75,2932.858790587599,HLA-DQA1;HLA-DRB1;HLA-DQB1,0.0001598891440131269,DisGeNET,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,3,3,3
16,Narcolepsy,1.187930311259485e-06,15.265825586542718,208.27620768254724,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,0.00016200399619801227,DisGeNET,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,7,7,7
18,Primary Progressive Nonfluent Aphasia,1.5090658842808145e-06,187.021875,2506.844900242801,GRN;TREM2;APOE,0.0001829323199722632,DisGeNET,GRN;TREM2;APOE,,,3,0,0
17,Antibody measurement (procedure),1.5090658842808145e-06,187.021875,2506.844900242801,HLA-DRA;BTNL2;HLA-DQB1,0.0001829323199722632,DisGeNET,HLA-DRA;BTNL2;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQB1,3,3,3
9,Waist-to-hip Ratio Adjusted For BMI,2.2064145203977102e-06,7.373031496062992,96.02740732377764,KCNQ1;HLA-DRA;BTNL2;IGF2BP2;APOE;IL17RD;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,0.00020617717907271937,GWAS_Catalog_2023,HLA-DRA;BTNL2;APOE;IL17RD;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,KCNQ1;HLA-DRA;BTNL2;IGF2BP2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,9,9,7
19,Optic Neuritis,1.9530945963267187e-06,53.76248313090419,706.7667359874058,APOE;HLA-DQA1;HLA-DRB1;HLA-DQB1,0.0002242974952202579,DisGeNET,APOE;HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,4,3,3
14,Type 2 diabetes mellitus,2.247947162768211e-05,12.143047990956736,129.9659259399937,MTNR1B;GIPR;KCNQ1;IGF2BP2;HLA-DQA2;JAZF1,0.00022640039282165555,Jensen_DISEASES,GIPR;HLA-DQA2;JAZF1,MTNR1B;GIPR;KCNQ1;IGF2BP2;HLA-DQA2;JAZF1,GIPR;HLA-DQA2;JAZF1,3,6,3
22,Restrictive behavior,2.6078934902344307e-06,149.6025,1923.4345184728184,GRN;TREM2;APOE,0.00024086850389567742,DisGeNET,GRN;TREM2;APOE,,,3,0,0
21,Multiple Sclerosis,2.3935526333646988e-06,6.674411747360972,86.38512142402794,CDKN1C;MTNR1B;HLA-DRA;TREM2;BTNL2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,0.00024086850389567742,DisGeNET,HLA-DRA;TREM2;BTNL2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,CDKN1C;MTNR1B;HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,10,10,8
20,"Multiple Sclerosis, Acute Fulminating",2.3613793112462104e-06,51.06923076923077,661.6664696109867,HLA-DRA;APOE;HLA-DRB1;HLA-DQB1,0.00024086850389567742,DisGeNET,HLA-DRA;APOE;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DRB1;HLA-DQB1,HLA-DRA;HLA-DRB1;HLA-DQB1,4,3,3
23,Idiopathic achalasia of esophagus,2.6078934902344307e-06,149.6025,1923.4345184728184,HLA-DQA1;HLA-DRB1;HLA-DQB1,0.00024086850389567742,DisGeNET,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,3,3,3
24,Hypersensitivity,2.6493327651220248e-06,17.917560018118678,230.08302073456625,HLA-DRA;BTNL2;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,0.00024086850389567742,DisGeNET,HLA-DRA;BTNL2;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,6,6,6
25,Semantic Dementia,3.314170277334519e-06,135.99545454545455,1715.8958918548644,GRN;TREM2;APOE,0.00028228917235662075,DisGeNET,GRN;TREM2;APOE,,,3,0,0
26,Sleep Disorders,3.3636656651109714e-06,46.417249417249415,584.972420622709,MTNR1B;APOE;HLA-DQB2;HLA-DQB1,0.00028228917235662075,DisGeNET,APOE;HLA-DQB2;HLA-DQB1,MTNR1B;HLA-DQB2;HLA-DQB1,HLA-DQB2;HLA-DQB1,3,3,2
10,Glycated Hemoglobin Levels,3.843547921739476e-06,12.69767441860465,158.32875849462457,TSPAN15;CCND2;MTNR1B;KCNQ1;IGF2BP2;APOE;JAZF1,0.0003232423802182899,GWAS_Catalog_2023,APOE;JAZF1,TSPAN15;CCND2;MTNR1B;KCNQ1;IGF2BP2;JAZF1,JAZF1,2,6,1
12,Type 1 Diabetes,5.505465709096386e-06,22.902816251154203,277.34781869162896,KCNQ1;HLA-DRA;HLA-DQA1;HLA-DQB1;JAZF1,0.00037025315631144796,GWAS_Catalog_2023,HLA-DRA;HLA-DQA1;HLA-DQB1;JAZF1,KCNQ1;HLA-DRA;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;HLA-DQA1;HLA-DQB1;JAZF1,4,5,4
13,Waist-hip Index,5.84779052088106e-06,8.311163101604278,100.1449164487547,HLA-DRA;BTNL2;IGF2BP2;APOE;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,0.00037025315631144796,GWAS_Catalog_2023,HLA-DRA;BTNL2;APOE;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;IGF2BP2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,8,8,7
14,Two-hour Glucose,6.16354838092779e-06,106.8375,1281.7143070022444,GIPR;KCNQ1;IGF2BP2,0.00037025315631144796,GWAS_Catalog_2023,GIPR,GIPR;KCNQ1;IGF2BP2,GIPR,1,3,1
11,Asthma (Adult Onset),5.416073262819622e-06,40.834871794871795,495.1693516588297,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,0.00037025315631144796,GWAS_Catalog_2023,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,4,4,4
27,"Alzheimer Disease, Early Onset",4.857850383224604e-06,23.525367472735894,287.8308602187795,IDUA;PLCG2;TREM2;APOE;PICALM,0.00039258627911837354,DisGeNET,IDUA;PLCG2;TREM2;APOE;PICALM,,,5,0,0
28,Steroid-sensitive nephrotic syndrome,5.0834725797279014e-06,115.06153846153846,1402.5444584489262,PLCG2;HLA-DQA1;HLA-DQB1,0.00039614775603451,DisGeNET,PLCG2;HLA-DQA1;HLA-DQB1,HLA-DQA1;HLA-DQB1,HLA-DQA1;HLA-DQB1,3,2,2
29,"Hallucinations, Sensory",5.831765698965704e-06,40.032176973353444,482.4754325858409,GRN;TREM2;HLA-DRB1;HLA-DQB1,0.0004135839571299805,DisGeNET,GRN;TREM2;HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,4,2,2
31,Schizophrenia,5.8758490701326285e-06,5.067666217430368,61.03831651047737,CDKN1C;GRN;GIPR;TREM2;NPAS1;CCND2;MTNR1B;IGF2BP2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;PICALM;HLA-DQB1,0.0004135839571299805,DisGeNET,GRN;GIPR;TREM2;NPAS1;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;PICALM;HLA-DQB1,CDKN1C;GIPR;NPAS1;CCND2;MTNR1B;IGF2BP2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,GIPR;NPAS1;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,11,11,7
30,Systemic onset juvenile chronic arthritis,5.831765698965704e-06,40.032176973353444,482.4754325858409,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,0.0004135839571299805,DisGeNET,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,4,4,4
15,Fasting Glucose,8.802118302802596e-06,20.70906432748538,241.064239157459,MTNR1B;QPCTL;KCNQ1;IGF2BP2;JAZF1,0.0004935054328437989,GWAS_Catalog_2023,QPCTL;JAZF1,MTNR1B;QPCTL;KCNQ1;IGF2BP2;JAZF1,QPCTL;JAZF1,2,5,2
16,Triglycerides,1.084754445302875e-05,10.767498430634024,123.08943164536338,CCND2;GIPR;ZC3H4;HLA-DRA;APOE;HLA-DRB1;HLA-DQA1,0.0005638554410020608,GWAS_Catalog_2023,GIPR;ZC3H4;HLA-DRA;APOE;HLA-DRB1;HLA-DQA1,CCND2;GIPR;ZC3H4;HLA-DRA;HLA-DRB1;HLA-DQA1,GIPR;ZC3H4;HLA-DRA;HLA-DRB1;HLA-DQA1,6,6,5
17,Alzheimer's Disease (Late Onset),1.1397791316331788e-05,33.452711223203025,380.7618021856374,PLCG2;TREM2;APOE;HLA-DRB1,0.0005638554410020608,GWAS_Catalog_2023,PLCG2;TREM2;APOE;HLA-DRB1,HLA-DRB1,HLA-DRB1,4,1,1
